Filename,Predicted_Label,Classifier_Probability,Physics_Mechanism_Score,Domain_Alignment_Score,Comprehensive_Confidence,Confidence_Level,故障类型,Is_Corrected,Original_Prediction,Confidence_Improvement
M_106,IR,0.4996,0.5,1.0,0.6499,中置信度,内圈故障,False,IR,0.0
A_103,B,0.4992,0.5,1.0,0.6498,中置信度,滚动体故障,False,B,0.0
J_49,IR,0.4988,0.5,1.0,0.6496,中置信度,内圈故障,False,IR,0.0
K_6,IR,0.4982,0.5,1.0,0.6495,中置信度,内圈故障,False,IR,0.0
L_182,B,0.4979,0.5,1.0,0.6494,中置信度,滚动体故障,False,B,0.0
M_123,IR,0.4975,0.5,1.0,0.6492,中置信度,内圈故障,False,IR,0.0
M_5,OR,0.4974,0.5,1.0,0.6492,中置信度,外圈故障,False,OR,0.0
M_6,IR,0.4945,0.5,1.0,0.6483,中置信度,内圈故障,False,IR,0.0
P_153,IR,0.4944,0.5,1.0,0.6483,中置信度,内圈故障,False,IR,0.0
B_73,B,0.4944,0.5,1.0,0.6483,中置信度,滚动体故障,False,B,0.0
M_149,OR,0.4944,0.5,1.0,0.6483,中置信度,外圈故障,False,OR,0.0
D_62,IR,0.4936,0.5,1.0,0.6481,中置信度,内圈故障,False,IR,0.0
B_157,B,0.493,0.5,1.0,0.6479,中置信度,滚动体故障,False,B,0.0
B_120,B,0.4931,0.5,1.0,0.6479,中置信度,滚动体故障,False,B,0.0
M_168,IR,0.4928,0.5,1.0,0.6478,中置信度,内圈故障,False,IR,0.0
P_25,IR,0.4926,0.5,1.0,0.6478,中置信度,内圈故障,False,IR,0.0
C_103,IR,0.4928,0.5,1.0,0.6478,中置信度,内圈故障,False,IR,0.0
O_120,B,0.4925,0.5,1.0,0.6478,中置信度,滚动体故障,False,B,0.0
A_120,B,0.4922,0.5,1.0,0.6477,中置信度,滚动体故障,False,B,0.0
B_128,B,0.4919,0.5,1.0,0.6476,中置信度,滚动体故障,False,B,0.0
H_152,IR,0.4919,0.5,1.0,0.6476,中置信度,内圈故障,False,IR,0.0
P_27,IR,0.492,0.5,1.0,0.6476,中置信度,内圈故障,False,IR,0.0
M_183,IR,0.4919,0.5,1.0,0.6476,中置信度,内圈故障,False,IR,0.0
G_22,B,0.4918,0.5,1.0,0.6475,中置信度,滚动体故障,False,B,0.0
C_6,IR,0.4915,0.5,1.0,0.6475,中置信度,内圈故障,False,IR,0.0
L_45,B,0.4914,0.5,1.0,0.6474,中置信度,滚动体故障,False,B,0.0
E_134,OR,0.891,0.5,0.6,0.6473,中置信度,外圈故障,False,OR,0.0
L_9,B,0.4908,0.5,1.0,0.6472,中置信度,滚动体故障,False,B,0.0
L_76,B,0.4906,0.5,1.0,0.6472,中置信度,滚动体故障,False,B,0.0
D_110,IR,0.4908,0.5,1.0,0.6472,中置信度,内圈故障,False,IR,0.0
G_51,B,0.49,0.5,1.0,0.647,中置信度,滚动体故障,False,B,0.0
H_44,IR,0.489,0.5,1.0,0.6467,中置信度,内圈故障,False,IR,0.0
N_87,IR,0.4891,0.5,1.0,0.6467,中置信度,内圈故障,False,IR,0.0
L_113,B,0.4889,0.5,1.0,0.6467,中置信度,滚动体故障,False,B,0.0
C_100,IR,0.4887,0.5,1.0,0.6466,中置信度,内圈故障,False,IR,0.0
K_187,IR,0.4884,0.5,1.0,0.6465,中置信度,内圈故障,False,IR,0.0
E_122,OR,0.888,0.5,0.6,0.6464,中置信度,外圈故障,False,OR,0.0
O_107,B,0.4873,0.5,1.0,0.6462,中置信度,滚动体故障,False,B,0.0
L_21,B,0.4874,0.5,1.0,0.6462,中置信度,滚动体故障,False,B,0.0
M_152,IR,0.4871,0.5,1.0,0.6461,中置信度,内圈故障,False,IR,0.0
H_149,OR,0.6869,0.5,0.8,0.6461,中置信度,外圈故障,False,OR,0.0
B_131,B,0.4864,0.5,1.0,0.6459,中置信度,滚动体故障,False,B,0.0
P_105,IR,0.4864,0.5,1.0,0.6459,中置信度,内圈故障,False,IR,0.0
L_104,B,0.4854,0.5,1.0,0.6456,中置信度,滚动体故障,False,B,0.0
O_76,B,0.4847,0.5,1.0,0.6454,中置信度,滚动体故障,False,B,0.0
K_16,IR,0.4839,0.5,1.0,0.6452,中置信度,内圈故障,False,IR,0.0
D_168,IR,0.4828,0.5,1.0,0.6448,中置信度,内圈故障,False,IR,0.0
M_109,OR,0.4826,0.5,1.0,0.6448,中置信度,外圈故障,False,OR,0.0
D_151,IR,0.4826,0.5,1.0,0.6448,中置信度,内圈故障,False,IR,0.0
A_113,B,0.4825,0.5,1.0,0.6448,中置信度,滚动体故障,False,B,0.0
A_107,B,0.4825,0.5,1.0,0.6447,中置信度,滚动体故障,False,B,0.0
D_172,IR,0.4819,0.5,1.0,0.6446,中置信度,内圈故障,False,IR,0.0
G_30,B,0.4816,0.5,1.0,0.6445,中置信度,滚动体故障,False,B,0.0
I_36,IR,0.4813,0.5,1.0,0.6444,中置信度,内圈故障,False,IR,0.0
J_98,IR,0.481,0.5,1.0,0.6443,中置信度,内圈故障,False,IR,0.0
J_145,IR,0.4811,0.5,1.0,0.6443,中置信度,内圈故障,False,IR,0.0
M_197,OR,0.4809,0.5,1.0,0.6443,中置信度,外圈故障,False,OR,0.0
K_196,IR,0.4809,0.5,1.0,0.6443,中置信度,内圈故障,False,IR,0.0
D_108,IR,0.4807,0.5,1.0,0.6442,中置信度,内圈故障,False,IR,0.0
O_73,B,0.4802,0.5,1.0,0.6441,中置信度,滚动体故障,False,B,0.0
H_106,IR,0.4803,0.5,1.0,0.6441,中置信度,内圈故障,False,IR,0.0
N_68,IR,0.6802,0.5,0.8,0.6441,中置信度,内圈故障,False,IR,0.0
J_132,IR,0.48,0.5,1.0,0.644,中置信度,内圈故障,False,IR,0.0
D_181,IR,0.48,0.5,1.0,0.644,中置信度,内圈故障,False,IR,0.0
C_168,IR,0.4801,0.5,1.0,0.644,中置信度,内圈故障,False,IR,0.0
M_176,IR,0.4795,0.5,1.0,0.6438,中置信度,内圈故障,False,IR,0.0
K_13,IR,0.4784,0.5,1.0,0.6435,中置信度,内圈故障,False,IR,0.0
N_69,IR,0.4777,0.5,1.0,0.6433,中置信度,内圈故障,False,IR,0.0
A_122,B,0.4776,0.5,1.0,0.6433,中置信度,滚动体故障,False,B,0.0
J_111,IR,0.477,0.5,1.0,0.6431,中置信度,内圈故障,False,IR,0.0
O_198,B,0.4768,0.5,1.0,0.643,中置信度,滚动体故障,False,B,0.0
H_26,OR,0.6762,0.5,0.8,0.6429,中置信度,外圈故障,False,OR,0.0
L_63,B,0.4755,0.5,1.0,0.6426,中置信度,滚动体故障,False,B,0.0
I_64,OR,0.8751,0.5,0.6,0.6425,中置信度,外圈故障,False,OR,0.0
K_124,IR,0.4747,0.5,1.0,0.6424,中置信度,内圈故障,False,IR,0.0
N_142,IR,0.4748,0.5,1.0,0.6424,中置信度,内圈故障,False,IR,0.0
C_147,IR,0.4743,0.5,1.0,0.6423,中置信度,内圈故障,False,IR,0.0
P_3,IR,0.4737,0.5,1.0,0.6421,中置信度,内圈故障,False,IR,0.0
I_26,OR,0.8731,0.5,0.6,0.6419,中置信度,外圈故障,False,OR,0.0
D_194,IR,0.4718,0.5,1.0,0.6416,中置信度,内圈故障,False,IR,0.0
B_196,B,0.4717,0.5,1.0,0.6415,中置信度,滚动体故障,False,B,0.0
G_154,B,0.4717,0.5,1.0,0.6415,中置信度,滚动体故障,False,B,0.0
C_76,OR,0.8712,0.5,0.6,0.6414,中置信度,外圈故障,False,OR,0.0
M_133,IR,0.6711,0.5,0.8,0.6413,中置信度,内圈故障,False,IR,0.0
H_6,OR,0.6711,0.5,0.8,0.6413,中置信度,外圈故障,False,OR,0.0
B_156,B,0.4704,0.5,1.0,0.6411,中置信度,滚动体故障,False,B,0.0
G_163,B,0.4704,0.5,1.0,0.6411,中置信度,滚动体故障,False,B,0.0
H_45,OR,0.6698,0.5,0.8,0.6409,中置信度,外圈故障,False,OR,0.0
K_141,IR,0.4693,0.5,1.0,0.6408,中置信度,内圈故障,False,IR,0.0
J_41,IR,0.469,0.5,1.0,0.6407,中置信度,内圈故障,False,IR,0.0
K_53,IR,0.4689,0.5,1.0,0.6407,中置信度,内圈故障,False,IR,0.0
B_195,B,0.4683,0.5,1.0,0.6405,中置信度,滚动体故障,False,B,0.0
J_137,IR,0.4679,0.5,1.0,0.6404,中置信度,内圈故障,False,IR,0.0
M_86,IR,0.4678,0.5,1.0,0.6403,中置信度,内圈故障,False,IR,0.0
P_101,IR,0.4672,0.5,1.0,0.6402,中置信度,内圈故障,False,IR,0.0
H_107,OR,0.667,0.5,0.8,0.6401,中置信度,外圈故障,False,OR,0.0
D_112,IR,0.4668,0.5,1.0,0.64,中置信度,内圈故障,False,IR,0.0
C_110,IR,0.4656,0.5,1.0,0.6397,中置信度,内圈故障,False,IR,0.0
M_26,IR,0.4655,0.5,1.0,0.6397,中置信度,内圈故障,False,IR,0.0
O_185,B,0.4653,0.5,1.0,0.6396,中置信度,滚动体故障,False,B,0.0
P_24,IR,0.4649,0.5,1.0,0.6395,中置信度,内圈故障,False,IR,0.0
G_90,B,0.4648,0.5,1.0,0.6394,中置信度,滚动体故障,False,B,0.0
G_12,B,0.4642,0.5,1.0,0.6393,中置信度,滚动体故障,False,B,0.0
D_115,IR,0.4641,0.5,1.0,0.6392,中置信度,内圈故障,False,IR,0.0
K_29,IR,0.4639,0.5,1.0,0.6392,中置信度,内圈故障,False,IR,0.0
H_16,OR,0.664,0.5,0.8,0.6392,中置信度,外圈故障,False,OR,0.0
G_142,B,0.4637,0.5,1.0,0.6391,中置信度,滚动体故障,False,B,0.0
C_191,IR,0.4635,0.5,1.0,0.6391,中置信度,内圈故障,False,IR,0.0
L_50,B,0.463,0.5,1.0,0.6389,中置信度,滚动体故障,False,B,0.0
C_82,IR,0.4626,0.5,1.0,0.6388,中置信度,内圈故障,False,IR,0.0
N_118,IR,0.4626,0.5,1.0,0.6388,中置信度,内圈故障,False,IR,0.0
E_94,B,0.4626,0.5,1.0,0.6388,中置信度,滚动体故障,False,B,0.0
O_102,B,0.4623,0.5,1.0,0.6387,中置信度,滚动体故障,False,B,0.0
J_77,IR,0.4623,0.5,1.0,0.6387,中置信度,内圈故障,False,IR,0.0
M_111,IR,0.4622,0.5,1.0,0.6387,中置信度,内圈故障,False,IR,0.0
H_132,IR,0.4618,0.5,1.0,0.6386,中置信度,内圈故障,False,IR,0.0
D_159,IR,0.4618,0.5,1.0,0.6386,中置信度,内圈故障,False,IR,0.0
P_187,IR,0.4621,0.5,1.0,0.6386,中置信度,内圈故障,False,IR,0.0
M_38,IR,0.4616,0.5,1.0,0.6385,中置信度,内圈故障,False,IR,0.0
O_29,B,0.4618,0.5,1.0,0.6385,中置信度,滚动体故障,False,B,0.0
M_63,IR,0.4615,0.5,1.0,0.6384,中置信度,内圈故障,False,IR,0.0
M_13,IR,0.4608,0.5,1.0,0.6383,中置信度,内圈故障,False,IR,0.0
K_75,IR,0.4609,0.5,1.0,0.6383,中置信度,内圈故障,False,IR,0.0
J_101,IR,0.4612,0.5,1.0,0.6383,中置信度,内圈故障,False,IR,0.0
B_146,B,0.4605,0.5,1.0,0.6381,中置信度,滚动体故障,False,B,0.0
G_43,B,0.4601,0.5,1.0,0.638,中置信度,滚动体故障,False,B,0.0
B_110,B,0.4596,0.5,1.0,0.6379,中置信度,滚动体故障,False,B,0.0
C_35,IR,0.4585,0.5,1.0,0.6376,中置信度,内圈故障,False,IR,0.0
J_54,IR,0.4583,0.5,1.0,0.6375,中置信度,内圈故障,False,IR,0.0
E_152,IR,0.6582,0.5,0.8,0.6375,中置信度,内圈故障,False,IR,0.0
B_40,B,0.4583,0.5,1.0,0.6375,中置信度,滚动体故障,False,B,0.0
J_28,IR,0.458,0.5,1.0,0.6374,中置信度,内圈故障,False,IR,0.0
B_14,B,0.4578,0.5,1.0,0.6373,中置信度,滚动体故障,False,B,0.0
O_3,B,0.4576,0.5,1.0,0.6373,中置信度,滚动体故障,False,B,0.0
H_191,IR,0.4575,0.5,1.0,0.6373,中置信度,内圈故障,False,IR,0.0
L_183,B,0.4578,0.5,1.0,0.6373,中置信度,滚动体故障,False,B,0.0
O_193,B,0.4575,0.5,1.0,0.6372,中置信度,滚动体故障,False,B,0.0
B_22,B,0.4569,0.5,1.0,0.6371,中置信度,滚动体故障,False,B,0.0
O_115,B,0.4567,0.5,1.0,0.637,中置信度,滚动体故障,False,B,0.0
O_51,B,0.4565,0.5,1.0,0.637,中置信度,滚动体故障,False,B,0.0
L_68,B,0.4567,0.5,1.0,0.637,中置信度,滚动体故障,False,B,0.0
B_60,B,0.4562,0.5,1.0,0.6369,中置信度,滚动体故障,False,B,0.0
C_152,IR,0.4562,0.5,1.0,0.6369,中置信度,内圈故障,False,IR,0.0
G_134,B,0.4565,0.5,1.0,0.6369,中置信度,滚动体故障,False,B,0.0
O_133,B,0.456,0.5,1.0,0.6368,中置信度,滚动体故障,False,B,0.0
M_121,IR,0.4562,0.5,1.0,0.6368,中置信度,内圈故障,False,IR,0.0
P_53,IR,0.4558,0.5,1.0,0.6367,中置信度,内圈故障,False,IR,0.0
P_131,IR,0.4557,0.5,1.0,0.6367,中置信度,内圈故障,False,IR,0.0
P_41,IR,0.4545,0.5,1.0,0.6364,中置信度,内圈故障,False,IR,0.0
H_162,OR,0.6548,0.5,0.8,0.6364,中置信度,外圈故障,False,OR,0.0
C_19,IR,0.454,0.5,1.0,0.6362,中置信度,内圈故障,False,IR,0.0
P_157,IR,0.4534,0.5,1.0,0.636,中置信度,内圈故障,False,IR,0.0
M_136,IR,0.4531,0.5,1.0,0.6359,中置信度,内圈故障,False,IR,0.0
K_157,IR,0.4532,0.5,1.0,0.6359,中置信度,内圈故障,False,IR,0.0
M_142,IR,0.4529,0.5,1.0,0.6359,中置信度,内圈故障,False,IR,0.0
L_92,B,0.4531,0.5,1.0,0.6359,中置信度,滚动体故障,False,B,0.0
O_123,B,0.4528,0.5,1.0,0.6358,中置信度,滚动体故障,False,B,0.0
K_2,IR,0.4519,0.5,1.0,0.6356,中置信度,内圈故障,False,IR,0.0
B_8,B,0.4521,0.5,1.0,0.6356,中置信度,滚动体故障,False,B,0.0
J_161,IR,0.4516,0.5,1.0,0.6355,中置信度,内圈故障,False,IR,0.0
C_113,IR,0.4516,0.5,1.0,0.6355,中置信度,内圈故障,False,IR,0.0
P_82,IR,0.4514,0.5,1.0,0.6354,中置信度,内圈故障,False,IR,0.0
P_126,IR,0.4514,0.5,1.0,0.6354,中置信度,内圈故障,False,IR,0.0
G_97,B,0.4514,0.5,1.0,0.6354,中置信度,滚动体故障,False,B,0.0
M_56,IR,0.4504,0.5,1.0,0.6351,中置信度,内圈故障,False,IR,0.0
P_2,OR,0.45,0.5,1.0,0.635,中置信度,外圈故障,False,OR,0.0
N_169,IR,0.6498,0.5,0.8,0.6349,中置信度,内圈故障,False,IR,0.0
H_169,OR,0.6498,0.5,0.8,0.6349,中置信度,外圈故障,False,OR,0.0
P_22,IR,0.4493,0.5,1.0,0.6348,中置信度,内圈故障,False,IR,0.0
E_37,B,0.4493,0.5,1.0,0.6348,中置信度,滚动体故障,False,B,0.0
E_198,B,0.449,0.5,1.0,0.6347,中置信度,滚动体故障,False,B,0.0
G_82,B,0.4482,0.5,1.0,0.6345,中置信度,滚动体故障,False,B,0.0
G_9,B,0.4483,0.5,1.0,0.6345,中置信度,滚动体故障,False,B,0.0
K_113,IR,0.4477,0.5,1.0,0.6343,中置信度,内圈故障,False,IR,0.0
O_167,B,0.4475,0.5,1.0,0.6343,中置信度,滚动体故障,False,B,0.0
L_169,B,0.4475,0.5,1.0,0.6343,中置信度,滚动体故障,False,B,0.0
K_74,IR,0.4473,0.5,1.0,0.6342,中置信度,内圈故障,False,IR,0.0
B_113,B,0.4468,0.5,1.0,0.634,中置信度,滚动体故障,False,B,0.0
M_64,IR,0.6467,0.5,0.8,0.634,中置信度,内圈故障,False,IR,0.0
H_84,OR,0.6467,0.5,0.8,0.634,中置信度,外圈故障,False,OR,0.0
J_93,IR,0.4463,0.5,1.0,0.6339,中置信度,内圈故障,False,IR,0.0
K_65,IR,0.4461,0.5,1.0,0.6338,中置信度,内圈故障,False,IR,0.0
P_112,IR,0.4459,0.5,1.0,0.6338,中置信度,内圈故障,False,IR,0.0
D_140,IR,0.4461,0.5,1.0,0.6338,中置信度,内圈故障,False,IR,0.0
E_29,B,0.4453,0.5,1.0,0.6336,中置信度,滚动体故障,False,B,0.0
K_87,IR,0.4447,0.5,1.0,0.6334,中置信度,内圈故障,False,IR,0.0
D_64,IR,0.4447,0.5,1.0,0.6334,中置信度,内圈故障,False,IR,0.0
G_48,B,0.4444,0.5,1.0,0.6333,中置信度,滚动体故障,False,B,0.0
K_140,IR,0.4431,0.5,1.0,0.6329,中置信度,内圈故障,False,IR,0.0
H_12,OR,0.643,0.5,0.8,0.6329,中置信度,外圈故障,False,OR,0.0
G_150,B,0.4431,0.5,1.0,0.6329,中置信度,滚动体故障,False,B,0.0
D_186,IR,0.4425,0.5,1.0,0.6328,中置信度,内圈故障,False,IR,0.0
M_12,IR,0.4426,0.5,1.0,0.6328,中置信度,内圈故障,False,IR,0.0
N_41,OR,0.6422,0.5,0.8,0.6327,中置信度,外圈故障,False,OR,0.0
C_84,IR,0.4422,0.5,1.0,0.6327,中置信度,内圈故障,False,IR,0.0
M_51,IR,0.4419,0.5,1.0,0.6326,中置信度,内圈故障,False,IR,0.0
D_75,IR,0.4419,0.5,1.0,0.6326,中置信度,内圈故障,False,IR,0.0
J_25,IR,0.4419,0.5,1.0,0.6326,中置信度,内圈故障,False,IR,0.0
J_80,IR,0.4421,0.5,1.0,0.6326,中置信度,内圈故障,False,IR,0.0
K_95,IR,0.4416,0.5,1.0,0.6325,中置信度,内圈故障,False,IR,0.0
B_107,B,0.4418,0.5,1.0,0.6325,中置信度,滚动体故障,False,B,0.0
P_148,IR,0.4412,0.5,1.0,0.6324,中置信度,内圈故障,False,IR,0.0
P_103,IR,0.4407,0.5,1.0,0.6322,中置信度,内圈故障,False,IR,0.0
B_188,B,0.4405,0.5,1.0,0.6322,中置信度,滚动体故障,False,B,0.0
B_143,B,0.4407,0.5,1.0,0.6322,中置信度,滚动体故障,False,B,0.0
L_97,B,0.4404,0.5,1.0,0.6321,中置信度,滚动体故障,False,B,0.0
D_23,OR,0.4402,0.5,1.0,0.6321,中置信度,外圈故障,False,OR,0.0
L_4,B,0.4403,0.5,1.0,0.6321,中置信度,滚动体故障,False,B,0.0
M_72,IR,0.4402,0.5,1.0,0.6321,中置信度,内圈故障,False,IR,0.0
B_149,B,0.4397,0.5,1.0,0.6319,中置信度,滚动体故障,False,B,0.0
M_27,IR,0.4392,0.5,1.0,0.6318,中置信度,内圈故障,False,IR,0.0
M_75,IR,0.4389,0.5,1.0,0.6317,中置信度,内圈故障,False,IR,0.0
P_150,IR,0.4391,0.5,1.0,0.6317,中置信度,内圈故障,False,IR,0.0
B_105,B,0.4391,0.5,1.0,0.6317,中置信度,滚动体故障,False,B,0.0
C_25,OR,0.8391,0.5,0.6,0.6317,中置信度,外圈故障,False,OR,0.0
K_175,IR,0.4388,0.5,1.0,0.6316,中置信度,内圈故障,False,IR,0.0
D_13,IR,0.4388,0.5,1.0,0.6316,中置信度,内圈故障,False,IR,0.0
O_16,B,0.4387,0.5,1.0,0.6316,中置信度,滚动体故障,False,B,0.0
K_66,IR,0.4384,0.5,1.0,0.6315,中置信度,内圈故障,False,IR,0.0
N_138,OR,0.6381,0.5,0.8,0.6314,中置信度,外圈故障,False,OR,0.0
B_47,B,0.4378,0.5,1.0,0.6313,中置信度,滚动体故障,False,B,0.0
M_44,IR,0.4373,0.5,1.0,0.6312,中置信度,内圈故障,False,IR,0.0
J_114,IR,0.4366,0.5,1.0,0.631,中置信度,内圈故障,False,IR,0.0
K_117,IR,0.4359,0.5,1.0,0.6308,中置信度,内圈故障,False,IR,0.0
E_169,OR,0.6355,0.5,0.8,0.6307,中置信度,外圈故障,False,OR,0.0
L_156,B,0.4358,0.5,1.0,0.6307,中置信度,滚动体故障,False,B,0.0
K_115,IR,0.4358,0.5,1.0,0.6307,中置信度,内圈故障,False,IR,0.0
P_162,IR,0.4354,0.5,1.0,0.6306,中置信度,内圈故障,False,IR,0.0
D_170,IR,0.435,0.5,1.0,0.6305,中置信度,内圈故障,False,IR,0.0
K_164,IR,0.4349,0.5,1.0,0.6305,中置信度,内圈故障,False,IR,0.0
B_154,B,0.4345,0.5,1.0,0.6304,中置信度,滚动体故障,False,B,0.0
N_183,OR,0.8347,0.5,0.6,0.6304,中置信度,外圈故障,False,OR,0.0
M_74,IR,0.4344,0.5,1.0,0.6303,中置信度,内圈故障,False,IR,0.0
B_48,B,0.4343,0.5,1.0,0.6303,中置信度,滚动体故障,False,B,0.0
M_130,IR,0.4342,0.5,1.0,0.6303,中置信度,内圈故障,False,IR,0.0
D_47,IR,0.434,0.5,1.0,0.6302,中置信度,内圈故障,False,IR,0.0
M_96,IR,0.434,0.5,1.0,0.6302,中置信度,内圈故障,False,IR,0.0
J_7,IR,0.434,0.5,1.0,0.6302,中置信度,内圈故障,False,IR,0.0
D_7,IR,0.434,0.5,1.0,0.6302,中置信度,内圈故障,False,IR,0.0
P_124,IR,0.4336,0.5,1.0,0.6301,中置信度,内圈故障,False,IR,0.0
O_94,B,0.4336,0.5,1.0,0.6301,中置信度,滚动体故障,False,B,0.0
B_97,B,0.4335,0.5,1.0,0.63,中置信度,滚动体故障,False,B,0.0
P_139,IR,0.4332,0.5,1.0,0.63,中置信度,内圈故障,False,IR,0.0
L_196,B,0.4329,0.5,1.0,0.6299,中置信度,滚动体故障,False,B,0.0
P_43,OR,0.4325,0.5,1.0,0.6298,中置信度,外圈故障,False,OR,0.0
B_19,B,0.4322,0.5,1.0,0.6297,中置信度,滚动体故障,False,B,0.0
I_67,OR,0.6319,0.5,0.8,0.6296,中置信度,外圈故障,False,OR,0.0
G_103,B,0.4319,0.5,1.0,0.6296,中置信度,滚动体故障,False,B,0.0
P_132,IR,0.4319,0.5,1.0,0.6296,中置信度,内圈故障,False,IR,0.0
N_194,IR,0.6318,0.5,0.8,0.6295,中置信度,内圈故障,False,IR,0.0
P_45,IR,0.4318,0.5,1.0,0.6295,中置信度,内圈故障,False,IR,0.0
G_55,B,0.4317,0.5,1.0,0.6295,中置信度,滚动体故障,False,B,0.0
L_115,B,0.4309,0.5,1.0,0.6293,中置信度,滚动体故障,False,B,0.0
P_84,IR,0.4305,0.5,1.0,0.6292,中置信度,内圈故障,False,IR,0.0
L_65,B,0.4305,0.5,1.0,0.6292,中置信度,滚动体故障,False,B,0.0
P_14,IR,0.4307,0.5,1.0,0.6292,中置信度,内圈故障,False,IR,0.0
L_141,B,0.4303,0.5,1.0,0.6291,中置信度,滚动体故障,False,B,0.0
K_92,IR,0.43,0.5,1.0,0.629,中置信度,内圈故障,False,IR,0.0
M_17,IR,0.4296,0.5,1.0,0.6289,中置信度,内圈故障,False,IR,0.0
C_126,IR,0.4293,0.5,1.0,0.6288,中置信度,内圈故障,False,IR,0.0
E_52,IR,0.6294,0.5,0.8,0.6288,中置信度,内圈故障,False,IR,0.0
D_84,OR,0.4293,0.5,1.0,0.6288,中置信度,外圈故障,False,OR,0.0
B_55,B,0.4293,0.5,1.0,0.6288,中置信度,滚动体故障,False,B,0.0
C_69,IR,0.4288,0.5,1.0,0.6287,中置信度,内圈故障,False,IR,0.0
D_77,IR,0.4285,0.5,1.0,0.6285,中置信度,内圈故障,False,IR,0.0
B_99,B,0.4281,0.5,1.0,0.6284,中置信度,滚动体故障,False,B,0.0
K_100,IR,0.427,0.5,1.0,0.6281,中置信度,内圈故障,False,IR,0.0
E_107,B,0.4267,0.5,1.0,0.628,中置信度,滚动体故障,False,B,0.0
D_53,IR,0.4267,0.5,1.0,0.628,中置信度,内圈故障,False,IR,0.0
H_52,OR,0.6264,0.5,0.8,0.6279,中置信度,外圈故障,False,OR,0.0
D_198,IR,0.4264,0.5,1.0,0.6279,中置信度,内圈故障,False,IR,0.0
I_182,IR,0.426,0.5,1.0,0.6278,中置信度,内圈故障,False,IR,0.0
O_56,B,0.4261,0.5,1.0,0.6278,中置信度,滚动体故障,False,B,0.0
P_107,IR,0.4259,0.5,1.0,0.6278,中置信度,内圈故障,False,IR,0.0
D_67,OR,0.4255,0.5,1.0,0.6277,中置信度,外圈故障,False,OR,0.0
G_38,B,0.4253,0.5,1.0,0.6276,中置信度,滚动体故障,False,B,0.0
I_117,IR,0.4253,0.5,1.0,0.6276,中置信度,内圈故障,False,IR,0.0
C_160,IR,0.4252,0.5,1.0,0.6276,中置信度,内圈故障,False,IR,0.0
P_174,IR,0.4251,0.5,1.0,0.6275,中置信度,内圈故障,False,IR,0.0
F_62,IR,0.4247,0.5,1.0,0.6274,中置信度,内圈故障,False,IR,0.0
M_158,IR,0.4241,0.5,1.0,0.6272,中置信度,内圈故障,False,IR,0.0
M_181,IR,0.4237,0.5,1.0,0.6271,中置信度,内圈故障,False,IR,0.0
K_14,IR,0.4237,0.5,1.0,0.6271,中置信度,内圈故障,False,IR,0.0
M_157,IR,0.4235,0.5,1.0,0.627,中置信度,内圈故障,False,IR,0.0
O_155,B,0.4234,0.5,1.0,0.627,中置信度,滚动体故障,False,B,0.0
K_107,IR,0.4225,0.5,1.0,0.6268,中置信度,内圈故障,False,IR,0.0
G_155,B,0.4224,0.5,1.0,0.6267,中置信度,滚动体故障,False,B,0.0
O_22,B,0.4225,0.5,1.0,0.6267,中置信度,滚动体故障,False,B,0.0
M_77,IR,0.4219,0.5,1.0,0.6266,中置信度,内圈故障,False,IR,0.0
O_43,B,0.4219,0.5,1.0,0.6266,中置信度,滚动体故障,False,B,0.0
M_25,IR,0.4214,0.5,1.0,0.6264,中置信度,内圈故障,False,IR,0.0
B_42,B,0.4209,0.5,1.0,0.6263,中置信度,滚动体故障,False,B,0.0
O_34,B,0.4207,0.5,1.0,0.6262,中置信度,滚动体故障,False,B,0.0
M_20,IR,0.4207,0.5,1.0,0.6262,中置信度,内圈故障,False,IR,0.0
I_151,IR,0.4204,0.5,1.0,0.6261,中置信度,内圈故障,False,IR,0.0
G_56,B,0.4203,0.5,1.0,0.6261,中置信度,滚动体故障,False,B,0.0
G_77,B,0.42,0.5,1.0,0.626,中置信度,滚动体故障,False,B,0.0
H_36,IR,0.4201,0.5,1.0,0.626,中置信度,内圈故障,False,IR,0.0
L_32,B,0.4193,0.5,1.0,0.6258,中置信度,滚动体故障,False,B,0.0
M_112,IR,0.4192,0.5,1.0,0.6258,中置信度,内圈故障,False,IR,0.0
M_76,IR,0.4192,0.5,1.0,0.6258,中置信度,内圈故障,False,IR,0.0
M_85,IR,0.4193,0.5,1.0,0.6258,中置信度,内圈故障,False,IR,0.0
J_179,IR,0.4195,0.5,1.0,0.6258,中置信度,内圈故障,False,IR,0.0
P_81,IR,0.4189,0.5,1.0,0.6257,中置信度,内圈故障,False,IR,0.0
O_149,B,0.4187,0.5,1.0,0.6256,中置信度,滚动体故障,False,B,0.0
N_31,OR,0.6181,0.5,0.8,0.6254,中置信度,外圈故障,False,OR,0.0
B_115,B,0.4176,0.5,1.0,0.6253,中置信度,滚动体故障,False,B,0.0
K_128,IR,0.4176,0.5,1.0,0.6253,中置信度,内圈故障,False,IR,0.0
P_57,IR,0.4173,0.5,1.0,0.6252,中置信度,内圈故障,False,IR,0.0
M_192,IR,0.4173,0.5,1.0,0.6252,中置信度,内圈故障,False,IR,0.0
P_89,IR,0.4167,0.5,1.0,0.625,中置信度,内圈故障,False,IR,0.0
K_153,IR,0.4164,0.5,1.0,0.6249,中置信度,内圈故障,False,IR,0.0
