filename,original_prediction,corrected_prediction,original_confidence,corrected_confidence,improvement,validation_reason,all_hypotheses
A_58,OR,B,0.3486,0.5226396644115447,0.17403966441154473,有效修正(改善0.174),"{'B': {'classifier_prob': 0.27546555, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5226396644115447}, 'IR': {'classifier_prob': 0.20567456, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.3217023676633835}, 'NORMAL': {'classifier_prob': 0.023462754, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20703882612288}, 'OR': {'classifier_prob': 0.49539706, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34861911833286285}}"
N_146,IR,OR,0.3486,0.6404980152845383,0.2918980152845383,有效修正(改善0.292),"{'B': {'classifier_prob': 0.0363618, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.21090853959321976}, 'IR': {'classifier_prob': 0.49530843, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3485925287008286}, 'NORMAL': {'classifier_prob': 3.0635326e-06, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000091905978934}, 'OR': {'classifier_prob': 0.46832672, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6404980152845383}}"
A_154,OR,B,0.3486,0.5247337275743484,0.17613372757434842,有效修正(改善0.176),"{'B': {'classifier_prob': 0.28244576, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5247337275743484}, 'IR': {'classifier_prob': 0.19633417, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.3189002504944801}, 'NORMAL': {'classifier_prob': 0.025989635, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20779689047485592}, 'OR': {'classifier_prob': 0.49523047, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3485691398382187}}"
H_134,OR,IR,0.3485,0.6146816104650497,0.2661816104650497,有效修正(改善0.266),"{'B': {'classifier_prob': 0.122578666, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23677359968423844}, 'IR': {'classifier_prob': 0.38227203, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6146816104650497}, 'NORMAL': {'classifier_prob': 5.1549425e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20001546482744745}, 'OR': {'classifier_prob': 0.4950978, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3485293358564377}}"
A_10,OR,B,0.3483,0.449635497033596,0.10133549703359601,有效修正(改善0.101),"{'B': {'classifier_prob': 0.23211832, 'physics_score': 0.5, 'alignment_score': 0.6, 'comprehensive_confidence': 0.449635497033596}, 'IR': {'classifier_prob': 0.26227245, 'physics_score': 0.5, 'alignment_score': 0.4, 'comprehensive_confidence': 0.3986817342042923}, 'NORMAL': {'classifier_prob': 0.011287387, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20338621623814107}, 'OR': {'classifier_prob': 0.49432185, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3482965558767319}}"
E_113,OR,B,0.3479,0.5309902393817901,0.18309023938179014,有效修正(改善0.183),"{'B': {'classifier_prob': 0.3033008, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5309902393817901}, 'IR': {'classifier_prob': 0.18069482, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.31420844554901123}, 'NORMAL': {'classifier_prob': 0.022955775, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2068867325782776}, 'OR': {'classifier_prob': 0.49304867, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3479146003723145}}"
H_119,OR,IR,0.3478,0.6126386165618896,0.26483861656188956,有效修正(改善0.265),"{'B': {'classifier_prob': 0.13170241, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23951072245836258}, 'IR': {'classifier_prob': 0.37546206, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6126386165618896}, 'NORMAL': {'classifier_prob': 6.834378e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20002050313487418}, 'OR': {'classifier_prob': 0.49276727, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34783018231391905}}"
H_28,OR,IR,0.3477,0.6179933249950409,0.2702933249950409,有效修正(改善0.270),"{'B': {'classifier_prob': 0.11417586, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23425275906920434}, 'IR': {'classifier_prob': 0.39331108, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6179933249950409}, 'NORMAL': {'classifier_prob': 4.09409e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2000122822701087}, 'OR': {'classifier_prob': 0.49247208, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.347741624712944}}"
O_106,OR,B,0.3476,0.6253047943115235,0.2777047943115235,有效修正(改善0.278),"{'B': {'classifier_prob': 0.41768265, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6253047943115235}, 'IR': {'classifier_prob': 0.04384598, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.21315379440784454}, 'NORMAL': {'classifier_prob': 0.04661547, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.21398464106023313}, 'OR': {'classifier_prob': 0.49185595, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34755678474903107}}"
H_60,OR,IR,0.3473,0.6217214882373809,0.27442148823738094,有效修正(改善0.274),"{'B': {'classifier_prob': 0.103282586, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23098477572202683}, 'IR': {'classifier_prob': 0.4057383, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6217214882373809}, 'NORMAL': {'classifier_prob': 2.6625758e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2000079877272583}, 'OR': {'classifier_prob': 0.49095252, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3472857564687729}}"
H_145,OR,IR,0.3472,0.6123676151037216,0.2651676151037216,有效修正(改善0.265),"{'B': {'classifier_prob': 0.13459058, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.24037717431783678}, 'IR': {'classifier_prob': 0.37455872, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6123676151037216}, 'NORMAL': {'classifier_prob': 7.702089e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2000231062680541}, 'OR': {'classifier_prob': 0.49077374, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3472321212291718}}"
A_15,OR,B,0.3468,0.5234967643022537,0.17669676430225367,有效修正(改善0.177),"{'B': {'classifier_prob': 0.27832255, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5234967643022537}, 'IR': {'classifier_prob': 0.21942471, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.32582741290330886}, 'NORMAL': {'classifier_prob': 0.013044768, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20391343040391804}, 'OR': {'classifier_prob': 0.4892079, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3467623680830002}}"
N_72,OR,IR,0.3468,0.5743915641307831,0.22759156413078308,有效修正(改善0.228),"{'B': {'classifier_prob': 0.06272986, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.27881895735859874}, 'IR': {'classifier_prob': 0.44797188, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5743915641307831}, 'NORMAL': {'classifier_prob': 2.2853494e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000685604809407}, 'OR': {'classifier_prob': 0.48927534, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34678260087966917}}"
A_2,OR,B,0.3467,0.5427399241924286,0.19603992419242855,有效修正(改善0.196),"{'B': {'classifier_prob': 0.3424664, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5427399241924286}, 'IR': {'classifier_prob': 0.14249595, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.3027487835288048}, 'NORMAL': {'classifier_prob': 0.026183525, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20785505753010514}, 'OR': {'classifier_prob': 0.48885414, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3466562420129776}}"
H_105,OR,IR,0.3466,0.6228519231081009,0.27625192310810087,有效修正(改善0.276),"{'B': {'classifier_prob': 0.10180197, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23054059073328972}, 'IR': {'classifier_prob': 0.4095064, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6228519231081009}, 'NORMAL': {'classifier_prob': 2.4001214e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20000720036423447}, 'OR': {'classifier_prob': 0.4886676, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34660028219223027}}"
E_191,OR,B,0.3465,0.5292630934715271,0.18276309347152714,有效修正(改善0.183),"{'B': {'classifier_prob': 0.29754364, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5292630934715271}, 'IR': {'classifier_prob': 0.197385, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.31921549946069716}, 'NORMAL': {'classifier_prob': 0.016813166, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20504394993185998}, 'OR': {'classifier_prob': 0.4882581, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34647742807865145}}"
H_142,OR,IR,0.346,0.5991302698850631,0.25313026988506315,有效修正(改善0.253),"{'B': {'classifier_prob': 0.18285115, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.25485534518957137}, 'IR': {'classifier_prob': 0.33043423, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.5991302698850631}, 'NORMAL': {'classifier_prob': 5.5886278e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2000167658832652}, 'OR': {'classifier_prob': 0.48665875, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34599762558937075}}"
D_14,IR,OR,0.346,0.5045692253112792,0.15856922531127926,有效修正(改善0.159),"{'B': {'classifier_prob': 0.29641232, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.3489236956834793}, 'IR': {'classifier_prob': 0.2865759, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.3459727740287781}, 'NORMAL': {'classifier_prob': 0.0017809231, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2005342769320123}, 'OR': {'classifier_prob': 0.41523075, 'physics_score': 0.5, 'alignment_score': 0.6, 'comprehensive_confidence': 0.5045692253112792}}"
O_53,B,NORMAL,0.346,0.5971225345134735,0.25112253451347355,有效修正(改善0.251),"{'B': {'classifier_prob': 0.28657314, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.34597194254398345}, 'IR': {'classifier_prob': 0.011578977, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20347369313240052}, 'NORMAL': {'classifier_prob': 0.5237418, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5971225345134735}, 'OR': {'classifier_prob': 0.17810607, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2534318208694458}}"
A_193,OR,B,0.3456,0.6119414746761322,0.26634147467613223,有效修正(改善0.266),"{'B': {'classifier_prob': 0.37313825, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6119414746761322}, 'IR': {'classifier_prob': 0.114757665, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2344272993505001}, 'NORMAL': {'classifier_prob': 0.02667761, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20800328310579064}, 'OR': {'classifier_prob': 0.48542646, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34562793672084813}}"
B_95,OR,B,0.3455,0.6164829552173614,0.27098295521736143,有效修正(改善0.271),"{'B': {'classifier_prob': 0.38827652, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6164829552173614}, 'IR': {'classifier_prob': 0.10072352, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23021705597639086}, 'NORMAL': {'classifier_prob': 0.025844378, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20775331351906062}, 'OR': {'classifier_prob': 0.48515552, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34554665684700014}}"
E_92,OR,B,0.3455,0.525439345240593,0.17993934524059302,有效修正(改善0.180),"{'B': {'classifier_prob': 0.28479782, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.525439345240593}, 'IR': {'classifier_prob': 0.21229936, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.3236898085474968}, 'NORMAL': {'classifier_prob': 0.017742448, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20532273426651956}, 'OR': {'classifier_prob': 0.48516035, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3455481052398682}}"
E_126,OR,B,0.3454,0.5226544344425201,0.17725443444252015,有效修正(改善0.177),"{'B': {'classifier_prob': 0.27551478, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5226544344425201}, 'IR': {'classifier_prob': 0.22500934, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.32750280112028124}, 'NORMAL': {'classifier_prob': 0.014811972, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2044435916468501}, 'OR': {'classifier_prob': 0.48466393, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34539918005466463}}"
A_198,OR,B,0.3454,0.6160691440105438,0.2706691440105438,有效修正(改善0.271),"{'B': {'classifier_prob': 0.38689715, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6160691440105438}, 'IR': {'classifier_prob': 0.104920745, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23147622346878052}, 'NORMAL': {'classifier_prob': 0.023431169, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20702935066074135}, 'OR': {'classifier_prob': 0.48475087, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3454252600669861}}"
B_20,OR,B,0.3453,0.6111516535282135,0.26585165352821355,有效修正(改善0.266),"{'B': {'classifier_prob': 0.3705055, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6111516535282135}, 'IR': {'classifier_prob': 0.09934453, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.22980335876345637}, 'NORMAL': {'classifier_prob': 0.045891892, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.21376756764948368}, 'OR': {'classifier_prob': 0.48425803, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3452774077653885}}"
M_167,OR,IR,0.3452,0.6085956245660782,0.2633956245660782,有效修正(改善0.263),"{'B': {'classifier_prob': 0.1537017, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.24611050784587862}, 'IR': {'classifier_prob': 0.36198542, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6085956245660782}, 'NORMAL': {'classifier_prob': 0.00020993923, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2000629817688605}, 'OR': {'classifier_prob': 0.4841029, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3452308714389801}}"
B_162,B,NORMAL,0.3449,0.5991312587261199,0.25423125872611996,有效修正(改善0.254),"{'B': {'classifier_prob': 0.2830344, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.34491032421588896}, 'IR': {'classifier_prob': 0.016051453, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20481543578207495}, 'NORMAL': {'classifier_prob': 0.5304375, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5991312587261199}, 'OR': {'classifier_prob': 0.17047657, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2511429712176323}}"
K_172,OR,IR,0.3448,0.6185772240161895,0.27377722401618954,有效修正(改善0.274),"{'B': {'classifier_prob': 0.1220169, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2366050697863102}, 'IR': {'classifier_prob': 0.3952574, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6185772240161895}, 'NORMAL': {'classifier_prob': 9.196246e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20002758873743007}, 'OR': {'classifier_prob': 0.4826337, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34479011297225953}}"
B_25,OR,B,0.3448,0.6066600620746612,0.26186006207466117,有效修正(改善0.262),"{'B': {'classifier_prob': 0.35553354, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6066600620746612}, 'IR': {'classifier_prob': 0.15007326, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.24502197802066805}, 'NORMAL': {'classifier_prob': 0.01163601, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2034908031113446}, 'OR': {'classifier_prob': 0.48275712, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34482713639736173}}"
M_134,OR,IR,0.3448,0.6185496687889098,0.27374966878890983,有效修正(改善0.274),"{'B': {'classifier_prob': 0.12212648, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23663794472813607}, 'IR': {'classifier_prob': 0.39516556, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6185496687889098}, 'NORMAL': {'classifier_prob': 0.0001262882, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20003788645990428}, 'OR': {'classifier_prob': 0.48258162, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3447744846343994}}"
O_109,OR,B,0.3446,0.622651195526123,0.278051195526123,有效修正(改善0.278),"{'B': {'classifier_prob': 0.40883732, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.622651195526123}, 'IR': {'classifier_prob': 0.07484134, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.22245240285992623}, 'NORMAL': {'classifier_prob': 0.034191597, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.21025747917592527}, 'OR': {'classifier_prob': 0.48212972, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34463891685009007}}"
O_62,OR,B,0.3444,0.6295529305934906,0.2851529305934906,有效修正(改善0.285),"{'B': {'classifier_prob': 0.4318431, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6295529305934906}, 'IR': {'classifier_prob': 0.051556364, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2154669091105461}, 'NORMAL': {'classifier_prob': 0.03527411, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.21058223322033884}, 'OR': {'classifier_prob': 0.48132643, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34439792931079866}}"
A_166,OR,B,0.3442,0.5255832368135452,0.18138323681354523,有效修正(改善0.181),"{'B': {'classifier_prob': 0.28527746, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5255832368135452}, 'IR': {'classifier_prob': 0.19626099, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.3188782966136932}, 'NORMAL': {'classifier_prob': 0.03766232, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.21129869595170023}, 'OR': {'classifier_prob': 0.48079923, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34423976838588716}}"
H_155,OR,IR,0.3436,0.6167914539575576,0.2731914539575576,有效修正(改善0.273),"{'B': {'classifier_prob': 0.13196322, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.23958896696567536}, 'IR': {'classifier_prob': 0.38930485, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6167914539575576}, 'NORMAL': {'classifier_prob': 3.824228e-05, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20001147268412753}, 'OR': {'classifier_prob': 0.47869372, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34360811710357664}}"
L_90,OR,B,0.3434,0.621988520026207,0.278588520026207,有效修正(改善0.279),"{'B': {'classifier_prob': 0.4066284, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.621988520026207}, 'IR': {'classifier_prob': 0.08954069, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.22686220705509186}, 'NORMAL': {'classifier_prob': 0.025922516, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2077767549082637}, 'OR': {'classifier_prob': 0.47790837, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34337251186370854}}"
M_110,OR,IR,0.3433,0.6156748235225677,0.27237482352256775,有效修正(改善0.272),"{'B': {'classifier_prob': 0.13672891, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.24101867377758027}, 'IR': {'classifier_prob': 0.38558275, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6156748235225677}, 'NORMAL': {'classifier_prob': 0.000136783, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20004103489918634}, 'OR': {'classifier_prob': 0.47755146, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.343265438079834}}"
E_1,OR,B,0.3431,0.5259715402126313,0.18287154021263125,有效修正(改善0.183),"{'B': {'classifier_prob': 0.2865718, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5259715402126313}, 'IR': {'classifier_prob': 0.21656537, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.32496961116790773}, 'NORMAL': {'classifier_prob': 0.019783182, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20593495462089778}, 'OR': {'classifier_prob': 0.47707966, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3431238979101181}}"
L_109,B,NORMAL,0.3431,0.6016078495979309,0.2585078495979309,有效修正(改善0.259),"{'B': {'classifier_prob': 0.27701458, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.34310437500476837}, 'IR': {'classifier_prob': 0.0125443125, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20376329375430943}, 'NORMAL': {'classifier_prob': 0.53869283, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.6016078495979309}, 'OR': {'classifier_prob': 0.17174824, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2515244707465172}}"
M_124,OR,IR,0.3429,0.6033727824687958,0.2604727824687958,有效修正(改善0.261),"{'B': {'classifier_prob': 0.17891258, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.25367377400398256}, 'IR': {'classifier_prob': 0.34457594, 'physics_score': 0.5, 'alignment_score': 1.0, 'comprehensive_confidence': 0.6033727824687958}, 'NORMAL': {'classifier_prob': 0.0003335321, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2001000596326776}, 'OR': {'classifier_prob': 0.47617796, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.34285338819026945}}"
E_149,IR,B,0.3429,0.5423137211799621,0.19941372117996214,有效修正(改善0.199),"{'B': {'classifier_prob': 0.34104574, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5423137211799621}, 'IR': {'classifier_prob': 0.2763889, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.3429166740179062}, 'NORMAL': {'classifier_prob': 0.025029657, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20750889722257854}, 'OR': {'classifier_prob': 0.35753575, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.307260724902153}}"
A_189,IR,B,0.3427,0.5343160176277161,0.19161601762771607,有效修正(改善0.192),"{'B': {'classifier_prob': 0.31438673, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.5343160176277161}, 'IR': {'classifier_prob': 0.27557063, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.3426711893081665}, 'NORMAL': {'classifier_prob': 0.015545062, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20466351853683593}, 'OR': {'classifier_prob': 0.3944976, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.3183492809534073}}"
O_97,B,NORMAL,0.3427,0.6007017993927002,0.2580017993927002,有效修正(改善0.258),"{'B': {'classifier_prob': 0.27551594, 'physics_score': 0.5, 'alignment_score': 0.2, 'comprehensive_confidence': 0.34265478312969205}, 'IR': {'classifier_prob': 0.014883866, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.20446515968069434}, 'NORMAL': {'classifier_prob': 0.53567266, 'physics_score': 0.5, 'alignment_score': 0.8, 'comprehensive_confidence': 0.6007017993927002}, 'OR': {'classifier_prob': 0.17392755, 'physics_score': 0.5, 'alignment_score': 0.0, 'comprehensive_confidence': 0.2521782636642456}}"
